step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,errorBalanceOrig,errorBalanceDest,type_TRANSFER,Real_isFraud,Pred_LogisticRegression,Pred_RandomForest,Pred_IsolationForest,AnomalyScore_IF
10,47743.14,14572.0,0.0,5563.0,53306.14,-33171.14,0.0,False,0.0,0.0,0.0,0,-0.3649442128026039
13,267754.67,0.0,0.0,680134.3,947888.97,-267754.67,0.0,True,0.0,0.0,0.0,0,-0.31740537616936987
10,341598.46,0.0,0.0,466290.75,1182184.17,-341598.46,-374294.95999999996,False,0.0,0.0,0.0,0,-0.34982482552449246
9,1464751.87,0.0,0.0,1661799.98,2922352.03,-1464751.87,204199.8200000003,True,0.0,0.0,0.0,0,-0.22040181280550475
12,978396.67,0.0,0.0,11361.0,577735.17,-978396.67,412022.5,True,0.0,0.0,0.0,0,-0.24137296670103353
9,150060.23,0.0,0.0,341575.66,1230676.61,-150060.23,-739040.7200000001,False,0.0,0.0,0.0,0,-0.348739356841211
9,161008.19,0.0,0.0,316949.4,499164.77,-161008.19,-21207.179999999993,False,0.0,0.0,0.0,0,-0.3677073409265129
12,221620.54,94463.0,0.0,104755.0,0.0,-127157.54000000001,326375.54000000004,False,0.0,0.0,0.0,0,-0.34264678838594903
7,817307.46,87084.0,0.0,0.0,815762.64,-730223.46,1544.8199999999488,True,0.0,0.0,0.0,0,-0.20820804170829943
10,247253.4,0.0,0.0,440225.51,1123365.42,-247253.4,-435886.5099999999,False,0.0,0.0,0.0,0,-0.3579556863275612
9,146330.98,0.0,0.0,1081279.99,1376477.5,-146330.98,-148866.53000000003,False,0.0,0.0,0.0,0,-0.36111724252340865
10,1070372.4,1162.0,0.0,347522.36,1417894.77,-1069210.4,-0.01000000024214387,True,0.0,0.0,0.0,0,-0.263549992632977
14,86259.6,10374.0,0.0,943166.18,1029425.77,-75885.6,0.010000000009313226,False,0.0,0.0,0.0,0,-0.3638991691897705
9,26652.58,7024.0,0.0,0.0,131646.85,-19628.58,-104994.27,False,0.0,1.0,0.0,0,-0.35655703460028354
1,38167.0,0.0,0.0,82599.36,5203.54,-38167.0,115562.82,False,0.0,1.0,0.0,0,-0.24565062146734223
13,254899.23,0.0,0.0,591423.86,846323.08,-254899.23,0.010000000009313226,False,0.0,0.0,0.0,0,-0.37112392819802237
10,628343.36,0.0,0.0,1403272.55,2031615.91,-628343.36,2.3283064365386963e-10,True,0.0,0.0,0.0,0,-0.3036724124363365
13,140144.03,0.0,0.0,704222.22,844366.26,-140144.03,-0.010000000009313226,False,0.0,0.0,0.0,0,-0.37412000703026815
9,1077400.32,287.0,0.0,86470.0,2652295.16,-1077113.32,-1488424.84,True,0.0,0.0,0.0,0,-0.209954271856305
14,357784.31,10117.0,0.0,22325.0,703996.05,-347667.31,-323886.74000000005,False,0.0,0.0,0.0,0,-0.33641408726632005
12,307851.63,30628.0,0.0,21857.87,329709.5,-277223.63,0.0,False,0.0,0.0,0.0,0,-0.3650377817045265
9,231386.66,48024.0,0.0,1031713.98,1720234.96,-183362.66,-457134.32000000007,False,0.0,0.0,0.0,0,-0.35371568879943394
10,22588.01,39425.0,16836.99,116135.21,138723.22,0.0,0.0,False,0.0,0.0,0.0,0,-0.35548456834135
8,680645.68,0.0,0.0,1055902.87,0.0,-680645.68,1736548.5500000003,False,0.0,0.0,0.0,0,-0.23489472695435132
10,358055.26,62450.0,0.0,2040.0,0.0,-295605.26,360095.26,False,0.0,0.0,0.0,0,-0.3329484109215518
9,327775.4,0.0,0.0,6823665.92,9169734.38,-327775.4,-2018293.0600000005,False,0.0,0.0,0.0,0,-0.20874310836139365
3,2837270.65,0.0,0.0,9126860.4,12946583.44,-2837270.65,-982452.3899999987,True,0.0,0.0,0.0,1,0.01184807068298066
12,366237.48,0.0,0.0,2219715.29,3240691.09,-366237.48,-654738.3199999998,False,0.0,0.0,0.0,0,-0.32855843949877317
11,49897.08,0.0,0.0,114706.22,164603.29,-49897.08,0.009999999980209395,False,0.0,0.0,0.0,0,-0.3720370767607729
11,115456.12,0.0,0.0,14001817.0,14117273.11,-115456.12,0.009999999776482582,False,0.0,0.0,0.0,0,-0.18355395801927799
12,183152.71,54316.0,0.0,3794319.42,4274044.79,-128836.70999999999,-296572.66000000015,False,0.0,0.0,0.0,0,-0.3408031207824832
11,259015.44,0.0,0.0,12949203.82,13208219.26,-259015.44,0.0,False,0.0,0.0,0.0,0,-0.1816975017382133
10,109015.23,0.0,0.0,180539.14,258416.78,-109015.23,31137.589999999997,False,0.0,0.0,0.0,0,-0.3721812708620722
14,70204.6,0.0,0.0,71875.0,142079.6,-70204.6,0.0,False,0.0,0.0,0.0,0,-0.35964233146067637
13,154928.02,54451.0,0.0,715597.84,1377413.12,-100477.01999999999,-506887.2600000001,False,0.0,0.0,0.0,0,-0.3641462746000104
14,81025.32,23558.0,0.0,0.0,0.0,-57467.32000000001,81025.32,False,0.0,0.0,0.0,0,-0.35631509060898797
14,334091.72,28973.0,0.0,282318.39,616410.11,-305118.72,0.0,False,0.0,0.0,0.0,0,-0.3522257991385236
8,236104.53,45802.0,0.0,0.0,82985.37,-190302.53,153119.16,False,0.0,0.0,0.0,0,-0.33249071367558725
14,753220.79,1413599.13,660378.34,1553647.31,1931863.15,-1.1641532182693481e-10,375004.9500000002,True,0.0,0.0,0.0,0,-0.09236544026582849
9,18241.47,1771939.5,1753698.04,20182.0,1688687.9,-0.010000000009313226,-1650264.43,False,0.0,0.0,0.0,0,-0.07079410388948248
8,45410.29,2473762.31,2428352.02,1739590.52,1785000.81,0.0,0.0,False,0.0,0.0,0.0,0,-0.0667330801562358
14,683579.5,104005.0,0.0,1080032.71,1763612.21,-579574.5,0.0,True,0.0,0.0,0.0,0,-0.2490251466020117
11,805614.3,0.0,0.0,1214488.85,2045358.72,-805614.3,-25255.569999999832,True,0.0,0.0,0.0,0,-0.2883671107821966
12,29546.83,338510.52,308963.69,146075.24,175622.06,0.0,0.010000000009313226,False,0.0,0.0,0.0,0,-0.2916196363903409
13,381768.41,0.0,0.0,1867300.13,1875233.0,-381768.41,373835.54000000004,False,0.0,0.0,0.0,0,-0.33358412790583575
14,388328.54,0.0,0.0,2869313.38,3257641.92,-388328.54,0.0,False,0.0,0.0,0.0,0,-0.3179551638879992
9,117495.94,22887.0,0.0,101510.0,0.0,-94608.94,219005.94,False,0.0,0.0,0.0,0,-0.3611096748105448
12,508470.26,179389.13,0.0,1358943.97,1163552.55,-329081.13,703861.6799999999,False,0.0,0.0,0.0,0,-0.2874664497049671
11,2348960.28,278028.84,0.0,3204886.04,5553846.32,-2070931.4399999997,0.0,True,0.0,0.0,0.0,0,-0.1264420246111334
14,93736.29,0.0,0.0,1019548.47,1113284.76,-93736.29,0.0,False,0.0,0.0,0.0,0,-0.36055778878240274
13,346340.07,5165.0,0.0,144.0,579204.14,-341175.07,-232720.07,False,0.0,0.0,0.0,0,-0.35478791828929185
9,171914.75,0.0,0.0,188297.31,347793.51,-171914.75,12418.549999999988,False,0.0,0.0,0.0,0,-0.362436699141625
14,414737.95,0.0,0.0,2604101.79,3999651.61,-414737.95,-980811.8699999996,False,0.0,0.0,0.0,0,-0.2925161137421452
11,598728.42,182731.12,0.0,269552.06,1049397.63,-415997.30000000005,-181117.1499999999,True,0.0,0.0,0.0,0,-0.25836937238046687
10,62498.57,417.0,0.0,3017814.22,3080312.79,-62081.57,0.0,False,0.0,0.0,0.0,0,-0.3453372702564194
9,68456.97,31739.0,0.0,357.0,68813.97,-36717.97,0.0,False,0.0,1.0,0.0,0,-0.3594712701642145
9,2017076.09,0.0,0.0,2491694.18,4689168.73,-2017076.09,-180398.45999999996,True,0.0,0.0,0.0,0,-0.15416997769299934
13,158486.74,0.0,0.0,3764473.04,4148378.04,-158486.74,-225418.25999999978,False,0.0,0.0,0.0,0,-0.34097122166137855
8,350727.22,445.0,0.0,413164.31,418305.49,-350282.22,345586.04000000004,False,0.0,0.0,0.0,0,-0.3271716517132108
14,795690.58,0.0,0.0,2097629.67,2988917.72,-795690.58,-95597.4700000002,True,0.0,0.0,0.0,0,-0.2536382479442738
11,135614.84,0.0,0.0,196563.3,332178.14,-135614.84,0.0,False,0.0,0.0,0.0,0,-0.3757110331620051
9,36106.02,0.0,0.0,3022161.74,6614473.41,-36106.02,-3556205.65,False,0.0,0.0,0.0,0,-0.23218818488773812
11,213160.32,14473.0,0.0,13404.0,226564.32,-198687.32,0.0,False,0.0,0.0,0.0,0,-0.3701109012306276
13,48390.04,0.0,0.0,981070.14,1029460.18,-48390.04,0.0,False,0.0,0.0,0.0,0,-0.3691899035077041
12,104810.21,5753.0,0.0,0.0,104810.21,-99057.21,0.0,False,0.0,0.0,0.0,0,-0.37235717819089165
13,210160.86,0.0,0.0,2172254.68,2382415.54,-210160.86,0.0,True,0.0,0.0,0.0,0,-0.29885801025086695
13,101682.69,85643.0,0.0,3478075.59,3481290.01,-16039.690000000002,98468.27000000002,False,0.0,0.0,0.0,0,-0.3301036241817763
8,141810.79,601781.91,459971.12,144636.12,295641.8,0.0,-9194.889999999956,False,0.0,0.0,0.0,0,-0.22606015796325046
14,199837.28,203015.0,3177.72,1411557.04,1214847.28,1.3642420526593924e-12,396547.04000000004,False,0.0,0.0,0.0,0,-0.3154780016326268
11,357463.42,8511.0,0.0,270931.99,628395.41,-348952.42,-1.1641532182693481e-10,False,0.0,0.0,0.0,0,-0.357435377950399
14,1046.4,1511049.71,1510003.31,1050716.34,3086285.05,0.0,-2034522.3099999998,False,0.0,0.0,0.0,0,-0.08048302170027355
13,1098419.74,385963.24,0.0,2626425.95,5204167.74,-712456.5,-1479322.0499999998,True,0.0,0.0,0.0,0,-0.1536777775679321
10,927072.37,0.0,0.0,1960262.03,3646030.37,-927072.37,-758695.9700000002,True,0.0,0.0,0.0,0,-0.24589467791156
13,26438.74,43672.0,17233.26,730641.23,1387376.81,0.0,-630296.8400000001,False,0.0,0.0,0.0,0,-0.33671614759314233
10,175070.33,21822.0,0.0,0.0,175070.33,-153248.33,0.0,False,0.0,0.0,0.0,0,-0.369761789295976
10,288135.93,22515.0,0.0,304063.91,665808.57,-265620.93,-73608.72999999998,False,0.0,0.0,0.0,0,-0.36790823511169907
12,368936.48,0.0,0.0,5179078.26,7028266.91,-368936.48,-1480252.17,True,0.0,0.0,0.0,0,-0.21324695565691199
11,862015.68,446469.72,0.0,501195.81,1292825.19,-415545.9600000001,70386.30000000005,True,0.0,1.0,0.0,0,-0.21828405807224377
13,502908.4,12856.0,0.0,0.0,502908.4,-490052.4,0.0,False,0.0,0.0,0.0,0,-0.33758323461002215
10,1048017.63,0.0,0.0,2017612.01,2907681.79,-1048017.63,157947.8500000001,True,0.0,0.0,0.0,0,-0.26378653088777665
11,47252.75,0.0,0.0,210230.98,257483.73,-47252.75,0.0,False,0.0,0.0,0.0,0,-0.37247379262328156
11,359568.46,59463.0,0.0,207815.87,567384.33,-300105.46,1.1641532182693481e-10,False,0.0,0.0,0.0,0,-0.35445828043380817
14,154665.6,0.0,0.0,169012.83,323678.43,-154665.6,0.0,False,0.0,0.0,0.0,0,-0.3653016321788067
14,60552.73,0.0,0.0,1017879.2,1078431.93,-60552.73,0.0,True,0.0,0.0,0.0,0,-0.300322454659955
9,201295.98,0.0,0.0,930744.42,1132040.4,-201295.98,2.3283064365386963e-10,False,0.0,0.0,0.0,0,-0.35571328287715037
13,98943.66,0.0,0.0,1271806.21,1370749.88,-98943.66,-0.010000000009313226,False,0.0,0.0,0.0,0,-0.36706796683499004
14,329149.35,7042.0,0.0,0.0,401656.75,-322107.35,-72507.40000000002,False,0.0,0.0,0.0,0,-0.3490018276896774
13,1801391.31,5174.0,0.0,0.0,1801391.31,-1796217.31,0.0,True,0.0,0.0,0.0,0,-0.18622580697891533
9,327922.67,150357.68,0.0,39.0,961409.89,-177564.99,-633448.22,False,0.0,0.0,0.0,0,-0.31555119979887347
12,9151.51,67052.82,57901.31,284980.05,720071.4,7.275957614183426e-12,-425939.84,False,0.0,0.0,0.0,0,-0.32963508947583153
11,2081129.51,10158.0,0.0,2294197.15,4375326.66,-2070971.51,0.0,True,0.0,0.0,0.0,0,-0.17311941305391665
9,531701.69,62225.41,0.0,2038515.4,2346585.19,-469476.2799999999,223631.8999999999,False,0.0,0.0,0.0,0,-0.3023255439826212
9,16822.07,0.0,0.0,30880.0,47702.07,-16822.07,0.0,False,0.0,1.0,0.0,0,-0.35124196447141676
14,176900.4,120675.0,0.0,0.0,147088.27,-56225.399999999994,29812.130000000005,False,0.0,0.0,0.0,0,-0.3409118701697862
9,89933.05,16359.0,0.0,146918.36,37531.76,-73574.05,199319.64999999997,False,0.0,0.0,0.0,0,-0.36240301029520205
9,607499.15,312.0,0.0,1182533.1,1522104.3,-607187.15,267927.94999999995,False,0.0,0.0,0.0,0,-0.30739445772861135
10,501267.56,0.0,0.0,737990.13,1239257.69,-501267.56,0.0,False,0.0,0.0,0.0,0,-0.34250943875123085
13,383428.85,122607.41,0.0,1044379.97,1427808.82,-260821.43999999997,-2.3283064365386963e-10,False,0.0,0.0,0.0,0,-0.3382554052912451
9,284355.45,4825.0,0.0,0.0,0.0,-279530.45,284355.45,False,0.0,0.0,0.0,0,-0.34854978971930045
13,123574.49,6504.0,0.0,492525.27,589354.81,-117070.49,26744.949999999953,False,0.0,0.0,0.0,0,-0.3751706693832343
13,222729.07,0.0,0.0,3565483.5,3788212.57,-222729.07,0.0,False,0.0,0.0,0.0,0,-0.34323938414065536
10,144936.59,0.0,0.0,695779.73,410267.76,-144936.59,430448.55999999994,False,0.0,0.0,0.0,0,-0.36134042204942174
9,100822.54,83542.0,0.0,24741.12,125563.66,-17280.539999999994,-1.4551915228366852e-11,False,0.0,1.0,0.0,0,-0.3551187536603807
13,19613.38,159755.0,140141.62,0.0,19613.38,0.0,0.0,False,0.0,0.0,0.0,0,-0.30617739170022096
14,1110849.8,0.0,0.0,4232588.13,5343437.92,-1110849.8,0.009999999776482582,True,0.0,0.0,0.0,0,-0.20806196095833196
12,72044.09,0.0,0.0,1576357.6,1648401.7,-72044.09,-0.009999999776482582,False,0.0,0.0,0.0,0,-0.3678766426016421
10,223157.09,0.0,0.0,2739775.4,3671669.91,-223157.09,-708737.4200000004,False,0.0,0.0,0.0,0,-0.3370692496580661
9,55277.64,20216.0,0.0,70274.0,125551.64,-35061.64,0.0,False,0.0,1.0,0.0,0,-0.36090559032825176
14,200142.9,80.0,0.0,1334456.04,1292624.63,-200062.9,241974.31000000006,False,0.0,0.0,0.0,0,-0.35085418564307214
14,236846.76,0.0,0.0,1718037.84,1954884.6,-236846.76,0.0,False,0.0,0.0,0.0,0,-0.35395829897484465
11,143088.34,174.0,0.0,0.0,143088.34,-142914.34,0.0,False,0.0,0.0,0.0,0,-0.37154256034369465
12,415662.12,96801.0,0.0,0.0,415662.12,-318861.12,0.0,True,0.0,0.0,0.0,0,-0.28991822789442623
9,162228.8,0.0,0.0,1019257.73,1189281.12,-162228.8,-7794.590000000084,False,0.0,0.0,0.0,0,-0.3582172836739926
1,83857.23,0.0,0.0,215457.59,16997.22,-83857.23,282317.6,False,0.0,1.0,0.0,0,-0.2500696903606633
9,106935.92,187205.0,80269.08,619644.26,610493.0,0.0,116087.18000000005,False,0.0,0.0,0.0,0,-0.32764112962558034
13,40609.76,1276.84,0.0,728522.09,769131.84,-39332.920000000006,0.010000000009313226,False,0.0,0.0,0.0,0,-0.36450188065335437
9,369223.7,0.0,0.0,1756005.71,2655331.25,-369223.7,-530101.8399999999,False,0.0,0.0,0.0,0,-0.32976735402160084
9,149305.29,1310318.3,1161013.01,902664.2,1629143.58,0.0,-577174.0900000001,False,0.0,0.0,0.0,0,-0.14997908295414997
14,194434.49,910709.0,716274.51,1452128.75,1646563.23,0.0,0.010000000009313226,False,0.0,0.0,0.0,0,-0.1825741891758611
9,50966.72,0.0,0.0,700837.88,751804.6,-50966.72,0.0,False,0.0,0.0,0.0,0,-0.36124128735509964
14,518631.35,0.0,0.0,1063506.43,1582137.78,-518631.35,-2.3283064365386963e-10,False,0.0,0.0,0.0,0,-0.32522252820625464
14,160890.21,275.0,0.0,108185.0,269075.21,-160615.21,-5.820766091346741e-11,False,0.0,0.0,0.0,0,-0.3648851254810303
12,147713.49,0.0,0.0,7194900.13,7313543.61,-147713.49,29070.009999999776,False,0.0,0.0,0.0,0,-0.30153805593992955
10,479461.81,240.0,0.0,0.0,479461.81,-479221.81,0.0,False,0.0,0.0,0.0,0,-0.34235849275983554
9,105845.44,0.0,0.0,719641.47,1474656.46,-105845.44,-649169.55,False,0.0,0.0,0.0,0,-0.34985589966669417
9,377294.01,0.0,0.0,481110.34,1373112.31,-377294.01,-514707.95999999996,False,0.0,0.0,0.0,0,-0.3324651335966743
13,56447.29,55.0,0.0,486946.17,543393.46,-56392.29,0.0,False,0.0,0.0,0.0,0,-0.3718404100233625
13,55845.35,0.0,0.0,2373852.18,2429697.53,-55845.35,4.656612873077393e-10,False,0.0,0.0,0.0,0,-0.3571660414582929
8,127477.35,0.0,0.0,786713.1,914190.45,-127477.35,0.0,False,0.0,0.0,0.0,0,-0.3498791913020682
6,295176.67,0.0,0.0,510578.25,805754.92,-295176.67,-1.1641532182693481e-10,False,0.0,0.0,0.0,0,-0.30956029676229935
8,421784.7,50338.0,0.0,170402.93,380765.41,-371446.7,211422.22000000003,False,0.0,0.0,0.0,0,-0.312636363486381
13,354838.41,126765.0,0.0,140724.8,495563.21,-228073.40999999997,-5.820766091346741e-11,False,0.0,0.0,0.0,0,-0.3491151667932758
12,347019.94,0.0,0.0,1418144.88,1986406.7,-347019.94,-221241.88000000012,False,0.0,0.0,0.0,0,-0.35521065333839325
10,157550.08,0.0,0.0,7692441.33,8419644.32,-157550.08,-569652.9100000001,False,0.0,0.0,0.0,0,-0.2785134665928658
13,137444.42,0.0,0.0,247001.39,597662.79,-137444.42,-213216.97999999998,False,0.0,0.0,0.0,0,-0.3719619121067434
9,50003.01,0.0,0.0,1183896.09,3049415.25,-50003.01,-1815516.15,False,0.0,0.0,0.0,0,-0.30315005027506925
13,252819.06,0.0,0.0,5183960.64,5875679.79,-252819.06,-438900.0900000008,False,0.0,0.0,0.0,0,-0.31602364854738263
11,364311.36,364.0,0.0,0.0,538533.8,-363947.36,-174222.44000000006,False,0.0,0.0,0.0,0,-0.35743320383599914
9,192416.38,0.0,0.0,215132.32,407548.7,-192416.38,0.0,False,0.0,0.0,0.0,0,-0.36313865305034815
11,172515.76,0.0,0.0,1147180.64,1256391.01,-172515.76,63305.3899999999,False,0.0,0.0,0.0,0,-0.3630856348442748
8,258988.41,0.0,0.0,939137.77,1451241.25,-258988.41,-253115.07000000007,False,0.0,0.0,0.0,0,-0.3413743647070364
13,600348.19,19795.0,0.0,0.0,600348.19,-580553.19,0.0,False,0.0,0.0,0.0,0,-0.32516232447934396
12,188122.96,435.0,0.0,147763.78,335886.74,-187687.96,0.0,False,0.0,0.0,0.0,0,-0.37031858029244913
12,163432.6,0.0,0.0,965431.51,2442319.64,-163432.6,-1313455.53,True,0.0,0.0,0.0,0,-0.275005827681795
12,188446.2,0.0,0.0,548948.46,749663.58,-188446.2,-12268.920000000042,False,0.0,0.0,0.0,0,-0.371154482023947
14,417092.66,41198.0,0.0,525607.62,1316076.31,-375894.66,-373376.03,True,0.0,0.0,0.0,0,-0.2874671078211946
13,43469.6,0.0,0.0,290414.0,378086.38,-43469.6,-44202.78000000003,False,0.0,0.0,0.0,0,-0.36705745699529896
14,33093.81,81981.0,48887.19,0.0,408281.16,0.0,-375187.35,False,0.0,0.0,0.0,0,-0.3262730656221616
9,124499.27,0.0,0.0,1813503.62,1938002.89,-124499.27,2.3283064365386963e-10,False,0.0,0.0,0.0,0,-0.35930315807370244
12,373751.93,21906.0,0.0,66770.52,716505.54,-351845.93,-275983.09,False,0.0,0.0,0.0,0,-0.35136549330807604
9,259774.08,0.0,0.0,310668.85,89264.36,-259774.08,481178.56999999995,False,0.0,0.0,0.0,0,-0.3396069958577231
14,244686.9,0.0,0.0,251903.21,888560.21,-244686.9,-391970.1,False,0.0,0.0,0.0,0,-0.3473371050264485
8,267174.25,0.0,0.0,465601.17,230586.45,-267174.25,502188.9699999999,False,0.0,0.0,0.0,0,-0.329016170181054
6,999702.92,0.0,0.0,1665902.1,2554285.76,-999702.92,111319.26000000024,True,0.0,0.0,0.0,0,-0.2082717322896429
10,471970.91,0.0,0.0,898034.33,1236746.75,-471970.91,133258.49,False,0.0,0.0,0.0,0,-0.3414145262354948
11,122608.21,41222.0,0.0,583296.6,688212.35,-81386.21,17692.459999999963,False,0.0,0.0,0.0,0,-0.3736769986076656
10,685316.6,258061.57,0.0,1292340.99,1977657.6,-427255.02999999997,-0.01000000024214387,True,0.0,0.0,0.0,0,-0.243144500237441
11,476707.75,0.0,0.0,2377230.89,2853938.64,-476707.75,0.0,False,0.0,0.0,0.0,0,-0.3343247793521547
12,103479.01,10545.0,0.0,2235853.24,2339332.24,-92934.01,0.009999999776482582,False,0.0,0.0,0.0,0,-0.3614924433731898
12,204407.03,0.0,0.0,255161.48,708426.58,-204407.03,-248858.06999999995,False,0.0,0.0,0.0,0,-0.36692211855115375
12,477992.2,162379.0,0.0,50075.0,1222232.95,-315613.2,-694165.75,False,0.0,0.0,0.0,0,-0.2994494700398547
9,29061.56,0.0,0.0,2616739.26,3010718.06,-29061.56,-364917.2400000002,False,0.0,0.0,0.0,0,-0.33383115571205546
14,250507.04,0.0,0.0,283650.6,891892.98,-250507.04,-357735.33999999997,False,0.0,0.0,0.0,0,-0.34975369510300736
14,433379.1,52603.0,0.0,196634.1,219926.44,-380776.1,410086.75999999995,False,0.0,0.0,0.0,0,-0.31471849158339854
14,245202.88,0.0,0.0,255852.32,770035.28,-245202.88,-268980.08,False,0.0,0.0,0.0,0,-0.3534259692406819
10,219365.61,569.0,0.0,1207451.2,1386575.94,-218796.61,40240.87000000011,False,0.0,0.0,0.0,0,-0.3569716494392928
9,2165308.31,233.0,0.0,354820.63,5948581.54,-2165075.31,-3428452.6,True,0.0,0.0,0.0,0,-0.1030306338925826
10,453409.28,202610.0,0.0,217367.72,409268.61,-250799.28000000003,261508.39,False,0.0,0.0,0.0,0,-0.3282509640056214
9,253061.42,0.0,0.0,4416336.25,5880966.26,-253061.42,-1211568.5899999999,True,0.0,0.0,0.0,0,-0.22017319209130548
14,159103.59,0.0,0.0,1542970.97,1765567.89,-159103.59,-63493.32999999984,False,0.0,0.0,0.0,0,-0.3568090562239788
14,363389.4,0.0,0.0,2178491.55,2793369.07,-363389.4,-251488.1200000001,True,0.0,0.0,0.0,0,-0.2801681103813342
9,761887.07,99809.0,0.0,2742769.16,4136689.76,-662078.07,-632033.5299999998,True,0.0,0.0,0.0,0,-0.21600911641867437
13,513354.67,0.0,0.0,3537067.95,4240524.26,-513354.67,-190101.63999999966,True,0.0,0.0,0.0,0,-0.26770093778783216
11,223754.29,0.0,0.0,744521.27,968275.56,-223754.29,0.0,False,0.0,0.0,0.0,0,-0.3706328596957166
12,208892.9,43845.0,0.0,82576.0,505646.33,-165047.9,-214177.43,True,0.0,0.0,0.0,0,-0.30874554005933014
12,810300.26,0.0,0.0,1257110.38,1913256.12,-810300.26,154154.5199999998,True,0.0,0.0,0.0,0,-0.2786520355782808
11,58676.86,0.0,0.0,71991.72,130668.57,-58676.86,0.00999999999476131,False,0.0,0.0,0.0,0,-0.3695132100016445
11,134481.67,740966.45,606484.78,249120.56,746589.77,-1.1641532182693481e-10,-362987.54000000004,True,0.0,0.0,0.0,0,-0.1765082597055554
13,600068.93,0.0,0.0,5160861.29,5760930.22,-600068.93,0.0,True,0.0,0.0,0.0,0,-0.25350698529144566
13,63405.72,0.0,0.0,424215.87,487621.6,-63405.72,-0.010000000009313226,True,0.0,0.0,0.0,0,-0.31358871288380696
10,57752.38,56010.6,0.0,86761.11,144513.5,-1741.7799999999988,-0.010000000009313226,False,0.0,1.0,0.0,0,-0.35994109410693453
10,431885.96,20181.0,0.0,849.84,432735.8,-411704.96,5.820766091346741e-11,False,0.0,0.0,0.0,0,-0.3506069211088924
9,159885.37,0.0,0.0,285174.47,1276698.0,-159885.37,-831638.16,False,0.0,0.0,0.0,0,-0.3408844794981677
11,517870.86,0.0,0.0,20815340.09,21656027.1,-517870.86,-322816.15000000224,True,0.0,0.0,0.0,0,-0.09441486987750991
9,368719.63,42.0,0.0,200753.27,0.0,-368677.63,569472.9,False,0.0,0.0,0.0,0,-0.3194062936743351
11,162191.69,116853.3,0.0,12002.74,218618.43,-45338.39,-44424.0,False,0.0,0.0,0.0,0,-0.361048887382838
12,45943.9,268683.0,222739.1,51988.0,82075.87,0.0,15856.029999999999,False,0.0,0.0,0.0,0,-0.3060501735864587
11,463345.76,0.0,0.0,1192797.45,1520687.19,-463345.76,135456.02000000002,True,0.0,0.0,0.0,0,-0.3104940856320451
14,331305.06,0.0,0.0,408396.33,515927.09,-331305.06,223774.3,False,0.0,0.0,0.0,0,-0.35138878573884774
10,1648882.3,24408.0,0.0,1629523.91,5534785.3,-1624474.3,-2256379.09,True,0.0,0.0,0.0,0,-0.15505280305983427
14,330579.42,29557.0,0.0,1015496.53,1346075.94,-301022.42,0.010000000009313226,True,0.0,0.0,0.0,0,-0.2980939416926029
13,1069514.87,111272.51,0.0,1763032.88,2832547.75,-958242.3600000001,0.0,True,0.0,0.0,0.0,0,-0.2331048746612967
14,165084.51,171873.44,6788.92,4145870.3,4310954.81,0.009999999992942321,0.0,False,0.0,0.0,0.0,0,-0.30094872241670867
10,635957.79,3548.57,0.0,214.0,1027215.75,-632409.2200000001,-391043.95999999996,True,0.0,0.0,0.0,0,-0.29084708609640453
11,388728.32,0.0,0.0,3610655.28,3999383.6,-388728.32,-4.656612873077393e-10,True,0.0,0.0,0.0,0,-0.2820461437755976
13,80608.23,1676907.31,1596299.08,784066.78,864675.01,0.0,0.0,False,0.0,0.0,0.0,0,-0.11542197490187645
11,116714.98,0.0,0.0,1125209.92,1241924.9,-116714.98,0.0,False,0.0,0.0,0.0,0,-0.37084034496301316
10,1551093.52,0.0,0.0,3105375.95,4787063.53,-1551093.52,-130594.05999999959,True,0.0,0.0,0.0,0,-0.21520483494228992
14,156049.01,30006.0,0.0,10191.0,166240.01,-126043.01000000001,0.0,False,0.0,0.0,0.0,0,-0.36313420638340566
11,153268.86,0.0,0.0,264564.86,417833.72,-153268.86,0.0,False,0.0,0.0,0.0,0,-0.37832176514265836
11,259470.95,16832.0,0.0,1210519.32,1469990.27,-242638.95,0.0,False,0.0,0.0,0.0,0,-0.3633654205899239
10,840.97,288.0,0.0,93669.42,94510.39,-552.97,0.0,False,0.0,0.0,0.0,0,-0.3507349801106298
9,47052.72,0.0,0.0,1502435.87,1549488.59,-47052.72,0.0,False,0.0,0.0,0.0,0,-0.3520946276835865
7,55230.19,0.0,0.0,223812.38,279042.57,-55230.19,0.0,False,0.0,1.0,0.0,0,-0.340991180974679
13,1882399.37,397584.0,0.0,623796.87,2506196.24,-1484815.37,0.0,True,0.0,0.0,0.0,0,-0.16302547786567112
9,200357.53,55307.93,0.0,15505.0,223495.08,-145049.6,-7632.549999999988,False,0.0,0.0,0.0,0,-0.35903273110105516
11,629445.56,3429.0,0.0,0.0,629445.56,-626016.56,0.0,False,0.0,0.0,0.0,0,-0.3226713667607657
10,914425.9,0.0,0.0,1058159.24,1821868.03,-914425.9,150717.1100000001,True,0.0,0.0,0.0,0,-0.2677818069896998
8,203792.03,30510.0,0.0,0.0,435481.04,-173282.03,-231689.00999999998,True,0.0,1.0,0.0,0,-0.28874447079970933
10,253316.32,0.0,0.0,514859.05,768175.37,-253316.32,0.0,False,0.0,0.0,0.0,0,-0.36969647875611694
